"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JNIIMFIK","conferencePaper","2018","Luciano, Edimara Mezzomo; Wiedenhöft, Guilherme Costa; Santos, Fabio Pinheiro dos","Promoting social participation through digital governance: identifying barriers in the brazilian public administration","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209376","https://dl.acm.org/doi/10.1145/3209281.3209376","","2018-05-30","2022-04-24 14:44:10","2022-04-24 14:44:10","2022-04-24 14:44:07","1-9","","","","","","Promoting social participation through digital governance","","","","","ACM","Delft The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o '18: 19th Annual International Conference on Digital Government Research","","","","","","","","","","","","","","",""
"G95NI8T9","bookSection","2002","Lopez, J.; Maña, A.; Montenegro, J.; Ortega, J.; Troya, J.","Towards a Trustful and Flexible Environment for Secure Communications with Public Administrations","Electronic Government","978-3-540-44121-2 978-3-540-46138-8","","","http://link.springer.com/10.1007/978-3-540-46138-8_34","","2002","2022-04-24 14:44:09","2022-04-24 14:44:09","2022-04-24 14:44:07","211-214","","","2456","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-46138-8_34","","","","","","Traunmüller, Roland; Lenk, Klaus","Goos, Gerhard; Hartmanis, Juris; van Leeuwen, Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6CCTQGPW","conferencePaper","2018","Lopes, Nuno Vasco; Dhaou, Soumaya Ben","Public Service Delivery Framework: Case of Canada, China and Estonia","Proceedings of the 11th International Conference on Theory and Practice of Electronic Governance","978-1-4503-5421-9","","10.1145/3209415.3209489","https://dl.acm.org/doi/10.1145/3209415.3209489","","2018-04-04","2022-04-24 14:44:09","2022-04-24 14:44:09","2022-04-24 14:44:07","101-110","","","","","","Public Service Delivery Framework","","","","","ACM","Galway Ireland","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '18: 11th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"48MQ5FPR","conferencePaper","2013","Liu, Xinping","Cross-departmental collaboration in government one-stop center: factors and performance","Proceedings of the 7th International Conference on Theory and Practice of Electronic Governance","978-1-4503-2456-4","","10.1145/2591888.2591891","https://dl.acm.org/doi/10.1145/2591888.2591891","","2013-10-22","2022-04-24 14:44:09","2022-04-24 14:44:09","2022-04-24 14:44:07","9-18","","","","","","Cross-departmental collaboration in government one-stop center","","","","","ACM","Seoul Republic of Korea","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '13: 7th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"A5Z6N8K5","book","2009","","Electronic Government: 8th International Conference, EGOV 2009, Linz, Austria, August 31 - September 3, 2009. Proceedings","","978-3-642-03515-9 978-3-642-03516-6","","","http://link.springer.com/10.1007/978-3-642-03516-6","","2009","2022-04-24 14:44:09","2022-04-24 14:44:09","2022-04-24 14:44:07","","","","5693","","","Electronic Government","Lecture Notes in Computer Science","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-642-03516-6","","","","","","Wimmer, Maria A.; Scholl, Hans J.; Janssen, Marijn; Traunmüller, Roland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPI9ZK7A","conferencePaper","2014","Lorenzi, David; Vaidya, Jaideep; Shafiq, Basit; Chun, Soon; Vegesna, Neelima; Alzamil, Zamil; Adam, Nabil; Wainer, Seth; Atluri, Vijayalakshmi","Utilizing social media to improve local government responsiveness","Proceedings of the 15th Annual International Conference on Digital Government Research - dg.o '14","978-1-4503-2901-9","","10.1145/2612733.2612773","http://dl.acm.org/citation.cfm?doid=2612733.2612773","","2014","2022-04-24 14:44:09","2022-04-24 14:44:09","2022-04-24 14:44:07","236-244","","","","","","","","","","","ACM Press","Aguascalientes, Mexico","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 15th Annual International Conference","","","","","","","","","","","","","","",""
"BLUWB9JV","bookSection","2004","Loos, Eugène","Electronic Public Service Delivery: Exploring the Use of Focus Groups for Ex Ante Program Evaluation","Electronic Government","978-3-540-22916-2 978-3-540-30078-6","","","http://link.springer.com/10.1007/978-3-540-30078-6_24","","2004","2022-04-24 14:44:09","2022-04-24 14:44:09","2022-04-24 14:44:07","138-143","","","3183","","","Electronic Public Service Delivery","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-30078-6_24","","","","","","Traunmüller, Roland","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Dough; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMIH4UE7","conferencePaper","2016","Lonn, Carl-Mikael; Uppstrom, Elin","Understanding Public Sector Collaboration Through Boundary Object Theory: A Case Study of an E-Government Initiative in Sweden","2016 49th Hawaii International Conference on System Sciences (HICSS)","978-0-7695-5670-3","","10.1109/HICSS.2016.337","http://ieeexplore.ieee.org/document/7427520/","","2016-01","2022-04-24 14:44:09","2022-04-24 14:44:09","2022-04-24 14:44:07","2687-2696","","","","","","Understanding Public Sector Collaboration Through Boundary Object Theory","","","","","IEEE","Koloa, HI, USA","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 49th Hawaii International Conference on System Sciences (HICSS)","","","","","","","","","","","","","","",""
"8PK2S8G7","conferencePaper","2016","Lonn, Carl-Mikael; Juell-Skielse, Gustaf; Paivarinta, Tero","Modes of Collaboration for Realizing E-Government Benefits","2016 49th Hawaii International Conference on System Sciences (HICSS)","978-0-7695-5670-3","","10.1109/HICSS.2016.380","http://ieeexplore.ieee.org/document/7427563/","","2016-01","2022-04-24 14:44:09","2022-04-24 14:44:09","2022-04-24 14:44:07","3031-3040","","","","","","","","","","","IEEE","Koloa, HI, USA","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 49th Hawaii International Conference on System Sciences (HICSS)","","","","","","","","","","","","","","",""
"QJRIMLF5","conferencePaper","2005","Yang, Liuqing; Lu, Ying; Fu, Gang","Study on e-government construction","Proceedings of the 7th international conference on Electronic commerce  - ICEC '05","978-1-59593-112-2","","10.1145/1089551.1089649","http://portal.acm.org/citation.cfm?doid=1089551.1089649","","2005","2022-04-24 14:44:09","2022-04-24 14:44:09","2022-04-24 14:44:07","542","","","","","","","","","","","ACM Press","Xi'an, China","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 7th international conference","","","","","","","","","","","","","","",""
"TJFPW88J","conferencePaper","2013","Liu, Shuhua Monica","When food quality control in china meets mobile and wireless technology: interactions, potentials and pitfalls","Proceedings of the 7th International Conference on Theory and Practice of Electronic Governance","978-1-4503-2456-4","","10.1145/2591888.2591910","https://dl.acm.org/doi/10.1145/2591888.2591910","","2013-10-22","2022-04-24 14:44:09","2022-04-24 14:44:09","2022-04-24 14:44:07","134-143","","","","","","When food quality control in china meets mobile and wireless technology","","","","","ACM","Seoul Republic of Korea","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '13: 7th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"WVQL2IMS","conferencePaper","2014","Liu, Na; Gavino, Alex; Purao, Sandeep","A method for designing value-infused citizen services in smart cities","Proceedings of the 15th Annual International Conference on Digital Government Research - dg.o '14","978-1-4503-2901-9","","10.1145/2612733.2612753","http://dl.acm.org/citation.cfm?doid=2612733.2612753","","2014","2022-04-24 14:44:09","2022-04-24 14:44:09","2022-04-24 14:44:07","34-43","","","","","","","","","","","ACM Press","Aguascalientes, Mexico","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 15th Annual International Conference","","","","","","","","","","","","","","",""
"U3AP25MB","bookSection","2008","Liu, Jianwei; Derzsi, Zsofia; Raus, Marta; Kipp, Alexander","eGovernment Project Evaluation: An Integrated Framework","Electronic Government","978-3-540-85203-2 978-3-540-85204-9","","","http://link.springer.com/10.1007/978-3-540-85204-9_8","","2008","2022-04-24 14:44:08","2022-04-24 14:44:08","2022-04-24 14:44:07","85-97","","","5184","","","eGovernment Project Evaluation","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-85204-9_8","","","","","","Wimmer, Maria A.; Scholl, Hans J.; Ferro, Enrico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45DDAI4S","conferencePaper","2018","Liu, Helen K.","Cross-National Network Diffusion of Crowdsourcing Innovation Policy: Peer to Patent","","","","10.24251/HICSS.2018.287","http://hdl.handle.net/10125/50175","","2018","2022-04-24 14:44:08","2022-04-24 14:44:08","2022-04-24 14:44:07","","","","","","","Cross-National Network Diffusion of Crowdsourcing Innovation Policy","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hawaii International Conference on System Sciences","","","","","","","","","","","","","","",""
"L2YCFM3F","bookSection","2014","Mkude, Catherine G.; Wimmer, Maria A.","Strategic Aspects for Successful E-government Systems Design: Insights from a Survey in Germany","Electronic Government","978-3-662-44425-2 978-3-662-44426-9","","","http://link.springer.com/10.1007/978-3-662-44426-9_25","","2014","2022-04-24 14:45:05","2022-04-24 14:45:05","2022-04-24 14:45:00","301-312","","","8653","","","Strategic Aspects for Successful E-government Systems Design","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-662-44426-9_25","","","","","","Janssen, Marijn; Scholl, Hans Jochen; Wimmer, Maria A.; Bannister, Frank","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AXQ8P49R","conferencePaper","2014","Mkude, Catherine G.; Perez-Espes, Cristina; Wimmer, Maria A.","Participatory Budgeting: A Framework to Analyze the Value-Add of Citizen Participation","2014 47th Hawaii International Conference on System Sciences","978-1-4799-2504-9","","10.1109/HICSS.2014.260","http://ieeexplore.ieee.org/document/6758858/","","2014-01","2022-04-24 14:45:05","2022-04-24 14:45:05","2022-04-24 14:45:00","2054-2062","","","","","","Participatory Budgeting","","","","","IEEE","Waikoloa, HI","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014 47th Hawaii International Conference on System Sciences (HICSS)","","","","","","","","","","","","","","",""
"C3KEJMPV","bookSection","2010","Misuraca, Gianluca; Ferro, Enrico; Caroleo, Brunella","Assessing Emerging ICT-Enabled Governance Models in European Cities: Results from a Mapping Survey","Electronic Government","978-3-642-14798-2 978-3-642-14799-9","","","http://link.springer.com/10.1007/978-3-642-14799-9_15","","2010","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","168-179","","","6228","","","Assessing Emerging ICT-Enabled Governance Models in European Cities","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-642-14799-9_15","","","","","","Wimmer, Maria A.; Chappelet, Jean-Loup; Janssen, Marijn; Scholl, Hans J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DE66JMTA","conferencePaper","2010","Misuraca, Gianluca; Broster, David; Centeno, Clara","Envisioning digital Europe 2030: scenario design on ICT for governance and policy modelling","Proceedings of the 4th International Conference on Theory and Practice of Electronic Governance - ICEGOV '10","978-1-4503-0058-2","","10.1145/1930321.1930392","http://portal.acm.org/citation.cfm?doid=1930321.1930392","","2010","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","347","","","","","","Envisioning digital Europe 2030","","","","","ACM Press","Beijing, China","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 4th International Conference","","","","","","","","","","","","","","",""
"YLHWTXVX","conferencePaper","2009","Misuraca, Gianluca","Futuring e-government: governance and policy implications for designing an ICT-enabled knowledge society","Proceedings of the 3rd International Conference on Theory and Practice of Electronic Governance - ICEGOV '09","978-1-60558-663-2","","10.1145/1693042.1693060","http://portal.acm.org/citation.cfm?doid=1693042.1693060","","2009","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","83","","","","","","Futuring e-government","","","","","ACM Press","Bogota, Columbia","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 3rd International Conference","","","","","","","","","","","","","","",""
"BKNBWX65","conferencePaper","2009","Misra, Harekrishna","Managing rural citizen interfaces in e-governance systems: a study in Indian context","Proceedings of the 3rd International Conference on Theory and Practice of Electronic Governance - ICEGOV '09","978-1-60558-663-2","","10.1145/1693042.1693074","http://portal.acm.org/citation.cfm?doid=1693042.1693074","","2009","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","155","","","","","","Managing rural citizen interfaces in e-governance systems","","","","","ACM Press","Bogota, Columbia","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 3rd International Conference","","","","","","","","","","","","","","",""
"6UFHZ49J","conferencePaper","2016","Millard, Jeremy; Weerakkody, Vishanth; Missi, Farouk; Kapoor, Kawaljeet; Fernando, Gayani","Social Innovation for Poverty Reduction and Sustainable Development: Some Governance and Policy Perspectives","Proceedings of the 9th International Conference on Theory and Practice of Electronic Governance","978-1-4503-3640-6","","10.1145/2910019.2910079","https://dl.acm.org/doi/10.1145/2910019.2910079","","2016-03","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","153-162","","","","","","Social Innovation for Poverty Reduction and Sustainable Development","","","","","ACM","Montevideo Uruguay","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '15-16: 9th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"GLTX8P6Q","bookSection","2004","Millard, Jeremy","Reorganisation of Government Back-Offices for Better Electronic Public Services","Electronic Government","978-3-540-22916-2 978-3-540-30078-6","","","http://link.springer.com/10.1007/978-3-540-30078-6_60","","2004","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","363-370","","","3183","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-30078-6_60","","","","","","Traunmüller, Roland","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Dough; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6CYAXVUI","conferencePaper","2013","Mitrovic, Zoran; Klaas, Ntombovuyo; Mbhele, Fidel","Benefits of introducing the cloud computing based m-government in the western cape: policy implications","Proceedings of the 7th International Conference on Theory and Practice of Electronic Governance","978-1-4503-2456-4","","10.1145/2591888.2591945","https://dl.acm.org/doi/10.1145/2591888.2591945","","2013-10-22","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","317-325","","","","","","Benefits of introducing the cloud computing based m-government in the western cape","","","","","ACM","Seoul Republic of Korea","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '13: 7th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"XB75FHDR","conferencePaper","2014","Misuraca, Gianluca; Viscusi, Gianluigi","Digital governance in the public sector: challenging the policy-maker's innovation dilemma","Proceedings of the 8th International Conference on Theory and Practice of Electronic Governance","978-1-60558-611-3","","10.1145/2691195.2691286","https://dl.acm.org/doi/10.1145/2691195.2691286","","2014-10-27","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","146-154","","","","","","Digital governance in the public sector","","","","","ACM","Guimaraes Portugal","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV2014: 8th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"KBHHFYRB","bookSection","2018","Misuraca, Gianluca; Pasi, Giulio; Viscusi, Gianluigi","Understanding the Social Implications of the Digital Transformation: Insights from Four Case Studies on the Role of Social Innovation to Foster Resilience of Society","Electronic Participation","978-3-319-98577-0 978-3-319-98578-7","","","http://link.springer.com/10.1007/978-3-319-98578-7_12","","2018","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","145-156","","","11021","","","Understanding the Social Implications of the Digital Transformation","","","","","Springer International Publishing","Cham","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-319-98578-7_12","","","","","","Edelmann, Noella; Parycek, Peter; Misuraca, Gianluca; Panagiotopoulos, Panos; Charalabidis, Yannis; Virkar, Shefali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A568KQIU","conferencePaper","2018","Misuraca, Gianluca; Pasi, Giulio; Viscusi, Gianluigi","Social Innovation and Resilience: exploring the dynamics and impacts on the digital transformation of governance & society","Proceedings of the 11th International Conference on Theory and Practice of Electronic Governance","978-1-4503-5421-9","","10.1145/3209415.3209488","https://dl.acm.org/doi/10.1145/3209415.3209488","","2018-04-04","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","91-100","","","","","","Social Innovation and Resilience","","","","","ACM","Galway Ireland","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '18: 11th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"7N5K2WBB","conferencePaper","2016","Misuraca, Gianluca; Colombo, Clelia","ICT-Enabled Social Innovation in Support of Public Sector Reform: the Potential of Integrated Approaches to Social Services Delivery to Promote Social Investment Policies in Europe","Proceedings of the 9th International Conference on Theory and Practice of Electronic Governance","978-1-4503-3640-6","","10.1145/2910019.2910084","https://dl.acm.org/doi/10.1145/2910019.2910084","","2016-03","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","163-172","","","","","","ICT-Enabled Social Innovation in Support of Public Sector Reform","","","","","ACM","Montevideo Uruguay","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '15-16: 9th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"QPKHIK5L","conferencePaper","2018","Misra, Alka; Misra, Durga Prasad; Mahapatra, Sitansu Sekhar; Biswas, Shubhadip","Digital transformation model: analytic approach on participatory governance & community engagement in India","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209359","https://dl.acm.org/doi/10.1145/3209281.3209359","","2018-05-30","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","1-7","","","","","","Digital transformation model","","","","","ACM","Delft The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o '18: 19th Annual International Conference on Digital Government Research","","","","","","","","","","","","","","",""
"DGTYTV3J","bookSection","2013","Misnikov, Yuri","You Say ""Yes"", I Say “No”: Capturing and Measuring ‘Public Opinion’ through Citizens’ Conversation Online (on the Russian-Language LiveJornal Blogging Platform)","Electronic Participation","978-3-642-40345-3 978-3-642-40346-0","","","http://link.springer.com/10.1007/978-3-642-40346-0_12","","2013","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","134-146","","","8075","","","You Say ""Yes"", I Say “No”","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-642-40346-0_12","","","","","","Wimmer, Maria A.; Tambouris, Efthimios; Macintosh, Ann","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Doug; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KV5797PI","conferencePaper","2005","Qi, Ming; Wei, Binbin","Design and analysis of administrative approval act based electronic government evaluation system","Proceedings of the 7th international conference on Electronic commerce  - ICEC '05","978-1-59593-112-2","","10.1145/1089551.1089651","http://portal.acm.org/citation.cfm?doid=1089551.1089651","","2005","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","553","","","","","","","","","","","ACM Press","Xi'an, China","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 7th international conference","","","","","","","","","","","","","","",""
"7BB47T8V","conferencePaper","2018","Millard, Jeremy; Thomasen, Louise; Pastrovic, Goran; Cvetkovic, Bojan","A roadmap for e-participation and open government: empirical evidence from the Western Balkans","Proceedings of the 11th International Conference on Theory and Practice of Electronic Governance","978-1-4503-5421-9","","10.1145/3209415.3209459","https://dl.acm.org/doi/10.1145/3209415.3209459","","2018-04-04","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","191-198","","","","","","A roadmap for e-participation and open government","","","","","ACM","Galway Ireland","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '18: 11th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"TMQIXCKV","conferencePaper","2013","Millard, Jeremy","ICT-enabled public sector innovation: trends and prospects","Proceedings of the 7th International Conference on Theory and Practice of Electronic Governance","978-1-4503-2456-4","","10.1145/2591888.2591901","https://dl.acm.org/doi/10.1145/2591888.2591901","","2013-10-22","2022-04-24 14:45:04","2022-04-24 14:45:04","2022-04-24 14:45:00","77-86","","","","","","ICT-enabled public sector innovation","","","","","ACM","Seoul Republic of Korea","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '13: 7th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"F4CZ4BWK","bookSection","2002","Millard, Jeremy","e-Government Strategies: Best Practice Reports from the European Front Line","Electronic Government","978-3-540-44121-2 978-3-540-46138-8","","","http://link.springer.com/10.1007/978-3-540-46138-8_49","","2002","2022-04-24 14:45:03","2022-04-24 14:45:03","2022-04-24 14:45:00","298-306","","","2456","","","e-Government Strategies","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-46138-8_49","","","","","","Traunmüller, Roland; Lenk, Klaus","Goos, Gerhard; Hartmanis, Juris; van Leeuwen, Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GD6E6SF8","conferencePaper","2014","Mergel, Ines; Bretschneider, Stuart I.; Louis, Claudia; Smith, Jason","The Challenges of Challenge.Gov: Adopting Private Sector Business Innovations in the Federal Government","2014 47th Hawaii International Conference on System Sciences","978-1-4799-2504-9","","10.1109/HICSS.2014.262","http://ieeexplore.ieee.org/document/6758860/","","2014-01","2022-04-24 14:45:03","2022-04-24 14:45:03","2022-04-24 14:45:00","2073-2082","","","","","","The Challenges of Challenge.Gov","","","","","IEEE","Waikoloa, HI","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014 47th Hawaii International Conference on System Sciences (HICSS)","","","","","","","","","","","","","","",""
"RZF9L94I","bookSection","2002","Menzel, Thomas; Reichstädter, Peter","The Role of Citizen Cards in e-Government","Electronic Government","978-3-540-44121-2 978-3-540-46138-8","","","http://link.springer.com/10.1007/978-3-540-46138-8_72","","2002","2022-04-24 14:45:03","2022-04-24 14:45:03","2022-04-24 14:45:00","446-455","","","2456","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-46138-8_72","","","","","","Traunmüller, Roland; Lenk, Klaus","Goos, Gerhard; Hartmanis, Juris; van Leeuwen, Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LS387EW8","bookSection","2010","de Menezes, Luciana Cavalcante; de Figueirêdo, Hugo Feitosa; Fernandes, Ricardo Madeira; da Silva, Tiago Eduardo; de Souza Baptista, Cláudio","SocialSupervisor: A Geographically Enhanced Social Content Site to Supervise Public Works","Electronic Government and the Information Systems Perspective","978-3-642-15171-2 978-3-642-15172-9","","","http://link.springer.com/10.1007/978-3-642-15172-9_13","","2010","2022-04-24 14:45:03","2022-04-24 14:45:03","2022-04-24 14:45:00","134-141","","","6267","","","SocialSupervisor","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-642-15172-9_13","","","","","","Andersen, Kim Normann; Francesconi, Enrico; Grönlund, Åke; van Engers, Tom M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUVVSFSD","conferencePaper","2014","Mendes Calo, Karla; Cenci, Karina; Fillottrani, Pablo; Estevez, Elsa","Government information sharing: a model for classifying benefits, barriers and risks","Proceedings of the 8th International Conference on Theory and Practice of Electronic Governance","978-1-60558-611-3","","10.1145/2691195.2691280","https://dl.acm.org/doi/10.1145/2691195.2691280","","2014-10-27","2022-04-24 14:45:03","2022-04-24 14:45:03","2022-04-24 14:45:00","204-212","","","","","","Government information sharing","","","","","ACM","Guimaraes Portugal","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV2014: 8th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
